DOI,Title,Authors,Abstract,Journal,Date
10.1038/s42255-025-01235-8,SIRT5 safeguards against primate skeletal muscle ageing via desuccinylation of TBK1,"Qian Zhao, Ying Jing, Xiaoyu Jiang, Xin Zhang, Feifei Liu, Haoyan Huang, Zhihua Zhang, Haijun Wang, Shuhui Sun, Shuai Ma, Weiqi Zhang, Yang Yu, Xiaobing Fu, Guoguang Zhao, Jing Qu, Si Wang, Guang-Hui Liu","Ageing-induced skeletal muscle deterioration contributes to sarcopenia and frailty, adversely impacting the quality of life in the elderly. However, the molecular mechanisms behind primate skeletal muscle ageing remain largely unexplored. Here, we show that SIRT5 expression is reduced in aged primate skeletal muscles from both genders. SIRT5 deficiency in human myotubes hastens cellular senescence and intensifies inflammation. Mechanistically, we demonstrate that TBK1 is a natural substrate for SIRT5. SIRT5 desuccinylates TBK1 at lysine 137, which leads to TBK1 dephosphorylation and the suppression of the downstream inflammatory pathway. Using SIRT5 lentiviral vectors for skeletal muscle gene therapy in male mice enhances physical performance and alleviates age-related muscle dysfunction. This study sheds light on the molecular underpinnings of skeletal muscle ageing and presents the SIRT5-TBK1 pathway as a promising target for combating age-related skeletal muscle degeneration.",Nat Metab,14/03/2025
10.1371/journal.pone.0319297,Enhanced machine learning predictive modeling for delirium in elderly ICU patients with COPD and respiratory failure: A retrospective study based on MIMIC-IV,"Zong-Bi Wu, You-Li Jiang, Shuai-Shuai Li, Ao Li","Background and objective:Elderly patients with Chronic obstructive pulmonary disease (COPD) and respiratory failure admitted to the intensive care unit (ICU) have a poor prognosis, and the occurrence of delirium further worsens outcomes and increases hospitalization costs. This study aimed to develop a predictive model for delirium in this patient population and identify associated risk factors.Methods:Data for the machine learning model were obtained from the MIMIC-IV database. Feature variable screening was conducted using Lasso regression and the best subset method. Four models-K-nearest neighbor, random forest, logistic regression, and extreme gradient boosting (XGBoost)-were trained and optimized to predict delirium risk. The stability of the model is evaluated using ten-fold cross validation and the effectiveness of the model on the validation set is evaluated using accuracy, F1 score, precision and recall. The SHapley Additive exPlanations (SHAP) method was used to explain the importance of each variable in the model.Results:A total of 1,155 patients admitted to the intensive care unit between 2008 and 2019 were included in the study, with a delirium incidence of 12.9% (149/1,155). Among the four ML models evaluated, the XGBoost model demonstrated the best discriminative ability. In the validation set, it achieved an AUC of 0.932, indicating superior performance with high accuracy, precision, recall, and F1 scores of 0.891, 0.839, 0.795, and 0.810, respectively. Key features identified through SHAP analysis included the Glasgow Coma Scale (GCS) verbal score, length of hospital stay, mean SpO₂ on the first day of ICU admission, Modification of Diet in Renal Disease (MDRD) equation score, mean diastolic blood pressure, GCS motor score, gender, and duration of noninvasive ventilation. These findings provide valuable insights for individualized risk management.Conclusions:The developed prediction model effectively predicts the occurrence of delirium in elderly COPD patients with respiratory failure in the ICU. This model can assist clinical decision-making, potentially improving patient outcomes and reducing healthcare costs.",PLoS One,20/03/2025
10.1002/advs.202415007,Semaphorin 3E-Plexin D1 Axis Drives Lung Fibrosis through ErbB2-Mediated Fibroblast Activation,"Zhesong Deng, Jinkun Chen, Ruonan Yang, Yuan Zhan, Shanshan Chen, Jiaheng Zhang, Hao Fu, Yiya Gu, Qian Huang, Jixing Wu, Lianyu Shan, Abdelilah Soussi Gounni, Jungang Xie","Idiopathic pulmonary fibrosis (IPF) is characterized by excessive fibroblast recruitment and persistent extracellular matrix deposition at sites of tissue injury, leading to severe morbidity and mortality. However, the precise mechanisms by which fibroblasts contribute to IPF pathogenesis remain poorly understood. The study reveals that Sema3E and its receptor Plexin D1 are significantly overexpressed in the lungs of IPF patients and bleomycin (BLM)-induced lung fibrotic mice. Elevated plasma levels of Sema3E in IPF patients are negatively correlated with lung function. Importantly, Sema3E in IPF lungs predominantly exists as the P61-Sema3E. The knockdown of Sema3E or Plexin D1 effectively inhibits fibroblast activation, proliferation, and migration. Mechanistically, Furin-mediated cleavage of P87-Sema3E into P61-Sema3E drives these pro-fibrotic activities, with P61-Sema3E-PlexinD1 axis promoting fibroblast activation, proliferation, and migration by affecting the phosphorylation of ErbB2, which subsequently activates the ErbB2 pathways. Additionally, Furin inhibition reduces fibroblast activity by decreasing P61-Sema3E production. In vivo, both whole-lung Sema3E knockdown and fibroblast-specific Sema3E knockout confer protection against BLM-induced lung fibrosis. These findings underscore the crucial role of the P61-Sema3E-Plexin D1 axis in IPF pathogenesis and suggest that targeting this pathway may hold promise for the development of novel therapeutic strategies for IPF treatment.",Adv Sci (Weinh),20/03/2025
10.1148/rg.240126,Autoimmune Disorders of the Liver and Biliary Tract,"Cody M Anderson, Christopher L Welle, Daniel R Ludwig, Mark A Anderson, Rachita Khot, Malak Itani, Maria Zulfiqar, Michael S Torbenson, Sudhakar K Venkatesh","Several autoimmune diseases (primary and secondary) can affect the liver and bile ducts. While the exact cause remains unclear, early diagnosis is crucial to prevent complications. The authors' main objective is to review imaging features of various autoimmune disorders, including autoimmune hepatitis, primary biliary cholangitis, primary sclerosing cholangitis, immunoglobulin G4 (IgG4)-related diseases, and drug-induced autoimmune injury. These disorders are chronic inflammatory conditions causing destruction of hepatocytes or cholangiocytes, destruction of the latter potentially leading to cholestasis and associated ductopenia. Complications related to untreated autoimmune disorders include sequelae of chronic liver failure or cirrhosis, such as portal hypertension and ascites. Neoplasms arising in the setting of cirrhosis related to autoimmune diseases include hepatocellular carcinoma, cholangiocarcinoma, and gallbladder cancer. As these autoimmune disorders of the liver and biliary tract characteristically involve bile ducts and cause cholestasis, MRI or MR cholangiopancreatography (MRCP) is the preferred imaging modality, given its ability to provide excellent anatomic details of the bile ducts and demonstrate changes in the liver parenchyma. Understanding the imaging appearance of each of the autoimmune disorders affecting the liver and biliary tract allows a particular diagnosis to be suggested. Imaging studies often provide the first clues to an autoimmune disorder of the liver and bile ducts, enabling early diagnosis to halt progression and prevent complications. In addition, imaging studies are also useful for monitoring progression of disease, assessing treatment response, and detecting complications during follow-up.©RSNA, 2025.",Radiographics,00/00/0000
10.1093/brain/awaf106,Novel modelling approaches to elucidate the genetic architecture of resilience to Alzheimer's disease,"Jared M Phillips, Logan C Dumitrescu, Derek B Archer, Alexandra N Regelson, Shubhabrata Mukherjee, Michael L Lee, Seo-Eun Choi, Phoebe Scollard, Emily H Trittschuh, Walter A Kukull, Sarah Biber, Jesse Mez, Emily R Mahoney, Michelle Clifton, Julia B Libby, Skylar Walters, William S Bush, Corinne D Engelman, Qiongshi Lu, David W Fardo, Keith F Widaman, Rachel F Buckley, Elizabeth C Mormino, R Elizabeth Sanders, Lindsay R Clark, Katherine A Gifford, Badri Vardarajan, Michael L Cuccaro, Margaret A Pericak-Vance, Lindsay A Farrer, Li-San Wang, Gerard D Schellenberg, Jonathan L Haines, Angela L Jefferson, Sterling C Johnson, Marilyn S Albert, C Dirk Keene, Andrew J Saykin, Shannon L Risacher, Eric B Larson, Reisa A Sperling, Richard Mayeux, Alison M Goate, Alan E Renton, Edoardo Marcora, Brian Fulton-Howard, Tulsi Patel, David A Bennett, Julie A Schneider, Lisa L Barnes, Carlos Cruchaga, Jason Hassenstab, Michael E Belloy, Shea J Andrews, Susan M Resnick, Murat Bilgel, Yang An, Lori L Beason-Held, Keenan A Walker, Michael R Duggan, Brandon S Klinedinst, Paul K Crane, Timothy J Hohman","Up to 30% of older adults meet pathological criteria for a diagnosis of Alzheimer's disease at autopsy yet never show signs of cognitive impairment. Recent work has highlighted genetic drivers of this resilience, or better-than-expected cognitive performance given a level of neuropathology, that allow the aged brain to protect itself from the downstream consequences of amyloid and tau deposition. However, models of resilience have been constrained by reliance on measures of neuropathology, substantially limiting the number of participants available for analysis. We sought to determine if novel approaches using APOE allele status, age, and other demographic variables as a proxy for neuropathology could still effectively quantify resilience and uncover novel genetic drivers associated with better-than-expected cognitive performance while vastly expanding sample size and statistical power. Leveraging 20,513 participants from eight well-characterized cohort studies of aging, we determined the effects of genetic variants on resilience metrics using mixed-effects regressions. The outcome of interest was residual cognitive resilience, quantified from residuals in three cognitive domains (memory, executive function, and language) and built within two frameworks: ""silver"" models, which obviate the requirement for neuropathological data (n=17,241), and ""gold"" models, which include post-mortem neuropathological assessments (n=3,272). We then performed cross-ancestry genome wide association studies (European ancestry n=18,269, African ancestry n=2,244), gene and pathway-based tests, and genetic correlation analyses. All analyses were conducted across all participants and repeated when restricted to those with unimpaired cognition at baseline. Despite different modeling approaches, the silver and gold phenotypes were highly correlated (R=0.77-0.88) and displayed comparable performance in quantifying better-than or worse-than-expected cognition, enabling silver-gold meta-analyses. Genetic correlation analyses highlighted associations of resilience with multiple neuropsychiatric and cardiovascular traits (PFDR values < 5.0x10-2). In pathway-level tests, we observed three significant associations with resilience: metabolism of amino acids and derivatives (PFDR=4.1x10-2), negative regulation of transforming growth factor beta production (PFDR=1.9x10-2), and severe acute respiratory syndrome (PFDR=3.9x10-4). Finally, in single-variant analyses, we identified a locus on chromosome 17 approaching genome-wide significance among cognitively unimpaired participants (index single nucleotide polymorphism: rs757022, minor allele frequency = 0.18, β=0.08, P=1.1x10-7). The top variant at this locus (rs757022) was significantly associated with expression of numerous ATP-binding cassette genes in brain. Overall, through validating a novel modeling approach, we demonstrate the utility of silver models of resilience to increase statistical power and participant diversity.",Brain,20/03/2025
10.1016/j.ecoenv.2014.05.001,Effects of combined exposure to 17α-ethynylestradiol and dibutyl phthalate on the growth and reproduction of adult male zebrafish (Danio rerio),"Nan Xu, Pengyu Chen, Lei Liu, Yaqiong Zeng, Haixia Zhou, Song Li","To evaluate the combined effects of 17α-ethynylestradiol (EE2) and dibutyl phthalate (DBP) on the growth and reproduction of male zebrafish, three-month-old fish were exposed to 0.005 or 0.020µg/L EE2, 100 or 500µg/L DBP or their binary mixtures under semi-static conditions. Investigated parameters include the length, weight, condition factor, vitellogenin (VTG) induction, acyl-CoA oxidase (AOX) protein level, histopathological alteration of testis, liver and gill, and reproductive capacity. After 21d exposure, no statistical difference was found among the weights, lengths and condition factors of different treatment groups. In all binary mixture groups, decreased VTG levels were detected compared to EE2-only groups; and the AOX levels were significantly lower than DBP-only treatments while both chemicals can individually induce AOX synthesis. Therefore, EE2 and DBP may act additively on VTG and antagonistically on AOX induction in males. After 45d exposure, delayed gametogenesis was observed for the DBP-only groups, indicated by fewer spermatozoa and more spermatocytes, which was further aggravated with the addition of EE2. The developmental delay of testis partially recovered after a 30d depuration in clean water. Combined exposure also caused liver and gill lesions, which were not alleviated during the 30d depuration, suggesting a nonreversible harmful effect the same as single exposure. Mixed EE2 and DBP were observed to impair the reproductive capability (the fecundity and fertilization rate) of males, while single exposure did not. Co-exposed to 0.020µg/L EE2 and 100µg/L DBP promoted the early hatching of offspring (F1 generation) at 48h post-fertilization (hpf), but the survival rates of the F1 generation were similar in all treatments. Our findings indicate that the effects of mixed EE2 and DBP at environmentally relevant levels can be either antagonistic or additive relying on the specific toxicological endpoints and the respective doses of each chemical.",Ecotoxicol Environ Saf,00/00/0000
10.1016/j.eururo.2025.02.023,European Association of Urology Guidelines on Upper Urinary Tract Urothelial Carcinoma: Summary of the 2025 Update,"Alexandra Masson-Lecomte, Alison Birtle, Benjamin Pradere, Otakar Capoun, Eva Compérat, José L Domínguez-Escrig, Fredrik Liedberg, Lydia Makaroff, Paramananthan Mariappan, Marco Moschini, Bhavan P Rai, Bas W G van Rhijn, Shahrokh F Shariat, Emma J Smith, Jeremy Y C Teoh, Viktor Soukup, Robert Wood, Evanguelos N Xylinas, Francesco Soria, Thomas Seisen, Paolo Gontero","Background and objective:We present a summary of the 2025 update for the European Association of Urology (EAU) guidelines for upper urinary tract urothelial carcinoma (UTUC). The aim is to provide practical recommendations on the clinical management of UTUC with a focus on diagnosis, treatment, and follow-up.Methods:For the 2025 guidelines on UTUC, new and relevant evidence was identified, collated, and appraised via a structured assessment of the literature. Databases searched included Medline, EMBASE, and the Cochrane Libraries. Recommendations within the guidelines were developed by the panel to prioritise clinically important care decisions. The strength of each recommendation was determined according to a balance between desirable and undesirable consequences of alternative management strategies, the quality of the evidence (including the certainty of estimates), and the nature and variability of patient values and preferences.Key findings and limitations:Key recommendations emphasise the importance of thorough diagnosis, treatment, and follow-up for patients with UTUC. The guidelines stress the importance of appropriate treatment taking into account patient values and preferences. Key updates in the 2025 UTUC guidelines include: significant changes to the recommendations for UTUC diagnosis; complete revision of the sections addressing risk stratification, ureteroscopy, and the surgical approach for radical nephroureterectomy; addition of four new recommendations, two related to kidney-sparing management of localised low-risk UTUC and a further two related to management of high-risk nonmetastatic UTUC; a review and adaptation of recommendation for UTUC follow-up; and addition of a new section addressing quality indicators for UTUC management.Conclusions and clinical implications:This overview of the 2025 EAU guidelines on UTUC offers valuable insights into risk factors, diagnosis, classification, treatment, and follow-up for UTUC. The guidelines contain information on the management of individual patients according to the current best evidence and are designed for effective integration in clinical practice.",Eur Urol,07/03/2025
No DOI,Las disoluciones matrimoniales y su efecto sobre la fecundidad en Puerto Rico,"I Cunningham, J L Vázquez Calzada, Z Morales del Valle",No abstract,Rev Rev Interam,00/00/0000
10.1136/jitc-2025-011564,ICOS-expressing CAR-T cells mediate durable eradication of triple-negative breast cancer and metastasis,"Shelley Herbrich, Mehdi Chaib, Padmanee Sharma","Triple-negative breast cancer (TNBC) remains one of the most aggressive and therapeutically challenging breast cancer subtypes. In their recent study, Caoet alintroduced a B7H3-specific chimeric antigen receptor (CAR)-T cell with constitutive inducible co-stimulator (ICOS) expression (ICOS-B7H3-CAR-T), which demonstrated eradication of TNBC, including metastases, in preclinical models. These CAR-T cells exploit the expression of ICOS ligand on TNBC cells, enhancing antitumor cytotoxicity through ICOS signaling. Compared with conventional B7H3-CAR-T cells, the ICOS-B7H3-CAR-T cells exhibited superior antitumor efficacy, increased cytokine secretion, and prolonged survival in xenograft murine models. This study highlights ICOS as a promising co-stimulatory molecule for improving CAR-T therapy against solid tumors and underscores the critical role of ICOS signaling in enhancing therapeutic outcomes. Here, we discuss the implications of these findings for TNBC treatment, the importance of understanding and exploiting ICOS biology in immunotherapies, and future directions for optimizing ICOS CAR-T cell therapies in solid tumor immunotherapy.",J Immunother Cancer,18/03/2025
10.1186/s13045-025-01676-4,Second primary malignancies following CAR T-cell therapy in patients with hematologic malignancies,"Elvira Umyarova, Charles Pei, William Pellegrino, Qiuhong Zhao, Nidhi Sharma, Don Benson, Francesca Cottini, Evandro Bezerra, Jonathan Brammer, Naresh Bumma, Hannah Choe, Nathan Denlinger, Srinivas Devarakonda, Abdullah Khan, Sam Penza, Ashley Rosko, Sumithira Vasu, Sarah Wall, Lapo Alinari, Robert Baiocchi, David A Bond, Beth Christian, Walter Hanel, Kami Maddocks, John Reneau, Yazeed Sawalha, Alma Habib, Audrey Sigmund, Timothy J Voorhees, Marcos de Lima, Narendranath Epperla","Chimeric antigen receptor T-cell (CAR-T) therapy has transformed the management of patients with relapsed/refractory (R/R) hematologic malignancies, including B-cell lymphomas and multiple myeloma (MM). While data pertaining to the efficacy and toxicity associated with CAR-T have been widely reported, there are limited data on long-term complications. We retrospectively analyzed 246 patients treated with CAR-T for R/R B-cell lymphoma (n = 228) and MM (n = 18) at Ohio State University from 2016 to 2022, with a minimum of two years of follow-up. The median age was 66 years, and the median number of prior treatments was four. With a median follow-up of 38 months (range 11-66), 21 patients (8.5%) developed a second primary malignancy (SPM), with non-melanoma skin cancer being the most common (52%), followed by hematologic malignancies (33%) and non-skin solid tumors (14%). Squamous cell carcinoma accounted for 38% of skin cancers, while myelodysplastic syndrome and acute myeloid leukemia were the predominant hematologic malignancies. Solid tumors included bladder, prostate, and breast cancer. The distinct pattern of SPMs suggests potential CAR-T-related risks, warranting vigilant post-treatment surveillance. Further studies are necessary to elucidate underlying mechanism and predictive factors and guide long-term management of SPM risk in CAR-T survivors.",J Hematol Oncol,18/03/2025
10.1073/pnas.2422262122,TAOK1 promotes filament formation in HR repair through phosphorylating USP7,"Tian-Chen Zhu, Zhang-Ping He, Shu-Ting Li, Lin Zheng, Xue-Yi Zheng, Xia-Lu Lan, Chun-Hua Qu, Run-Cong Nie, Chao Gu, Li-Ning Huang, Xiao-Xia Cai, Zhi-Cheng Xiang, Dan Xie, Mu-Yan Cai","Poly-ADP-ribose polymerase (PARP) inhibitors are vital therapeutic agents that exploit synthetic lethality, particularly effective in tumors with homologous recombination (HR) defects. However, broadening their clinical utility remains a significant challenge. In this study, we conducted a high-throughput kinase inhibitor screen to identify potential targets exhibiting synthetical lethality with PARP inhibitors. Our results show that thousand and one amino acid protein kinase 1 (TAOK1) plays a pivotal role in the DNA damage response by phosphorylating ubiquitin specific peptidase 7 (USP7), thereby promoting its enzymatic activity and preventing the ubiquitylation and subsequent degradation of RAD51, a crucial protein in the filament formation of HR repair. Notably, genetic depletion or pharmacological inhibition of TAOK1, as well as blocking peptide targeting the USP7 phosphorylation site, impaired USP7 function, leading to RAD51 degradation, disruption of HR repair, and increased tumor cell and sensitivity to PARP inhibition. This study highlights TAOK1 as a critical regulator of HR repair pathway in human cancer cells and presents a therapeutic strategy overcoming resistance to PARPi inhibitors. These findings support the potential clinical application of combining PARP inhibitors with TAOK1 inhibition or peptide treatment to improve therapeutic outcomes.",Proc Natl Acad Sci U S A,25/03/2025
10.1002/alz.70021,"Association between healthy lifestyle and cognitive decline, all-cause mortality, and mortality from cardiovascular and cerebrovascular diseases: a 10-year population-based prospective cohort study","Chun Li, Chaobo Bai, Lijun Wang, Mei Zhang, Maigeng Zhou, Jing Chen, Danhua Zhao, Baoyu Chen, Qi Wang, Yuan Li, Junyi Chen, Xintong Guo, Jinjin Wang, Zhe Zhao, Hongqiang Sun, Limin Wang, Junliang Yuan","Introduction:The association between cognitive function, healthy lifestyle, and mortality remains understudied in large Chinese cohorts.Methods:In this nationwide 10-year prospective study of 24,657 older adults, we assessed Mini-Mental State Examination (MMSE) categories (<18, 18 to 23, 24 to 27, 28 to 30) and a seven-component lifestyle score (0 to 7) for their relationships with all-cause, cardiovascular, and cerebrovascular mortality.Results:Compared with individuals scoring 28 to 30 on the MMSE, lower scores were linked to elevated all-cause and cerebrovascular mortality but not cardiovascular mortality. Participants with lifestyle scores of 4 or 5 had a higher risk of all-cause mortality. Even optimal lifestyle practices did not fully mitigate the heightened mortality risk associated with declining cognitive performance.Discussion:A healthy lifestyle is beneficial but cannot fully offset the impact of cognitive impairment. Therefore, integrating routine cognitive assessments and targeted interventions with healthy lifestyle practices is crucial for effectively reducing mortality risk.Highlights:A nationally representative, 10-year prospective cohort in China was employed to investigate the combined effects of lifestyle behaviors and cognitive function on all-cause, cardiovascular, and cerebrovascular mortality. Both healthy lifestyle and better cognitive function were associated with a reduced risk of all-cause mortality. Even among individuals practicing optimal lifestyle behaviors, cognitive impairment significantly elevated the risk of all-cause and cerebrovascular mortality. These findings underscore the necessity of incorporating routine cognitive assessments and targeted interventions with healthy lifestyle practices aimed at reducing mortality risk in aging populations.",Alzheimers Dement,00/00/0000
10.1038/s41467-025-57956-7,The structural diversity of psychedelic drug actions revealed,"Ryan H Gumpper, Manish K Jain, Kuglae Kim, Renhong Sun, Ning Sun, Zhongli Xu, Jeffrey F DiBerto, Brian E Krumm, Nicholas J Kapolka, H Ümit Kaniskan, David E Nichols, Jian Jin, Jonathan F Fay, Bryan L Roth","There is currently a resurgence in exploring the utility of classical psychedelics to treat depression, addiction, anxiety disorders, cluster headaches, and many other neuropsychiatric disorders. A biological target of these compounds, and a hypothesized target for their therapeutic actions, is the 5-HT2Aserotonin receptor. Here, we present 7 cryo-EM structures covering all major compound classes of psychedelic and non-psychedelic agonists, including a β-arrestin-biased compound RS130-180. Identifying the molecular interactions between various psychedelics and the 5-HT2Areceptor reveals both common and distinct motifs among the examined psychedelic chemotypes. These findings lead to a broader mechanistic understanding of 5-HT2Aactivation, which can catalyze the development of novel chemotypes with potential therapeutic utility and fewer side effects.",Nat Commun,19/03/2025
10.1097/HEP.0000000000001316,"Early screening, diagnosis and recurrence monitoring of hepatocellular carcinoma in chronic hepatitis B patients based on serum N-glycomics analysis: A cohort study","Rui Su, Xuemei Tao, Lihua Yan, Yonggang Liu, Cuiying Chitty Chen, Ping Li, Jia Li, Jing Miao, Feng Liu, Wentao Kuai, Jiancun Hou, Mei Liu, Yuqiang Mi, Liang Xu","Background and aims:Hepatocellular carcinoma (HCC) poses a significant global health burden, with hepatitis B virus (HBV) being the predominant etiology in China. However, current diagnostic markers lack the requisite sensitivity and specificity. This study aims to develop and validate serum N-glycomics-based models for the diagnosis and prognosis of HCC in patients with chronic hepatitis B (CHB)-related cirrhosis.Approach and results:This study enrolled a total of 397 patients with CHB-related cirrhosis and HCC for clinical management. N-glycomics profiling was conducted on all participants and clinical data were collected. First, machine learning-based models, HCC-GRF and HCC-GSVM, were established for early screening and diagnosis of HCC using N-glycomics. The AUC values in the validation set were 0.967 (95% CI: 0.930-1.000) and 0.908 (0.840-0.976) for HCC-GRF and HCC-GSVM, respectively, outperforming AFP [0.687 (0.575-0.765)] and PIVKA-II [0.665 (0.507-0.823)]. It also showed superiority in subgroups analysis and external validation. Calibration and decision curve analysis also showed good predictive performance. Additionally, we developed a prognostic model, the prog-G model, based on N-glycans to monitor recurrence in HCC patients after curative treatment. During the follow-up period, it was observed that this model correlated with the clinical condition of the patients and could identify all recurrent HCC cases (n=12) prior to imaging findings, outperforming AFP (n=7) and PIVKA-II (n=9), while also detecting recurrent lesions earlier than imaging.Conclusions:N-glycomics models can effectively predict the occurrence and recurrence of HCC to improving the efficiency of clinical decision-making and promoting the precision treatment of HCC.",Hepatology,21/03/2025
10.1002/rcm.8668,Quantification of glyphosate and aminomethylphosphonic acid from microbiome reactor fluids,"Katarina Fritz-Wallace, Beatrice Engelmann, Jannike L Krause, Stephanie S Schäpe, Judith Pöppe, Gunda Herberth, Uwe Rösler, Nico Jehmlich, Martin von Bergen, Ulrike Rolle-Kampczyk","Rationale:Glyphosate is one of the most widely used herbicides and it is suspected to affect the intestinal microbiota through inhibition of aromatic amino acid synthesis via the shikimate pathway. In vitro microbiome bioreactors are increasingly used as model systems to investigate effects on intestinal microbiota and consequently methods for the quantitation of glyphosate and its degradation product aminomethylphosphonic acid (AMPA) in microbiome model systems are required.Methods:An optimized protocol enables the analysis of both glyphosate and AMPA by simple extraction with methanol:acetonitrile:water (2:3:1) without further enrichment steps. Glyphosate and AMPA are separated by liquid chromatography on an amide column and identified and quantified with a targeted tandem mass spectrometry method using a QTRAP 5500 system (AB Sciex).Results:Our method has a limit of detection (LOD) in extracted water samples of <2 ng/mL for both glyphosate and AMPA. In complex intestinal medium, the LOD is 2 and 5 ng/mL for glyphosate and AMPA, respectively. These LODs allow for measurement at exposure-relevant concentrations. Glyphosate levels in a bioreactor model of porcine colon were determined and consequently it was verified whether AMPA was produced by porcine gut microbiota.Conclusions:The method presented here allows quantitation of glyphosate and AMPA in complex bioreactor fluids and thus enables studies of the impact of glyphosate and its metabolism on intestinal microbiota. In addition, the extraction protocol is compatible with an untargeted metabolomics analysis, thus allowing one to look for other perturbations caused by glyphosate in the same sample.",Rapid Commun Mass Spectrom,15/04/2020
10.1073/pnas.2418023122,Dnmt3a-mediated hypermethylation of FoxO3 promotes redox imbalance during osteoclastogenesis,"Wei Zhang, Wenming Li, Jun Du, Chen Yang, Lei Yu, Peng Yang, Haifeng Zhang, Zebin Wu, Gaoran Ge, Huilin Yang, Dechun Geng","Redox imbalance contributes to aberrant osteoclastogenesis and osteoporotic bone loss. In this study, we observed lower Forkhead box protein O3 (FoxO3), a transcription factor associated with cellular oxidative stress, enhanced osteoclastogenesis in osteoporosis (OP). Single-cell RNA sequencing (scRNA-seq) analysis on the human femoral head indicated that FoxO3 is widely expressed in macrophages. Furthermore, Lysm-Cre;FoxO3f/fOVX mice showed increased reactive oxygen species (ROS), enhanced osteoclastogenesis, and more bone loss than normal OVX mice. Mechanistically, we identified FoxO3 promoter methylation as a crucial factor contributing to decreased FoxO3, thereby influencing osteoclastogenesis and OC function. Intriguingly, we observed that Dnmt3a, highly expressed during osteoclastogenesis, played a pivotal role in regulating the methylation of the FoxO3 promoter. Knockdown of Dnmt3a promoted FoxO3 expression, inhibiting osteoclastogenesis and mitigating OP. Interestingly, we observed that Dnmt3a alleviated osteoclastogenesis by suppressing ROS via upregulating FoxO3 rather than inducing the dissociation of RANK and TRAF6. Collectively, this study elucidates the role and mechanism of FoxO3 in osteoclastogenesis and OP, providing a epigenetic target for the treatment of OP.",Proc Natl Acad Sci U S A,25/03/2025
10.1210/clinem/dgaf187,Continuous glucose monitoring improves detection of glycemic excursions in hemodialysis patients with type 2 diabetes,"Rodolfo J Galindo, Bobak Moazzami, Amany Gerges, Ina Flores, Giuliana Arevalo, Limin Peng, Katherine R Tuttle, Guillermo E Umpierrez","Background:Optimal glucose management in individuals with type 2 diabetes (T2D) and end-stage kidney disease (ESKD) on hemodialysis is challenging. We compared the detection of glycemic excursions with continuous glucose monitoring (CGM) and capillary glucose testing (CBG) in this population.Methods:In this prospective observational study, insulin-treated adults with T2D on hemodialysis for ≥90 days wore a Dexcom G6-Pro CGM. Participants were instructed to perform CBG up to 4 times daily. We compared differences in glucose metrics and described CGM patterns in relation to dialysis sessions.Results:Among 59 participants (age 57. 7±9years, HbA1c 7.09%), mean glucose measured by CBG and CGM was 165.7 ± 41.8 and 188.9 ± 45.0, with a time-in-range (TIR) of 68%±23 and 51%±26, respectively (p < 0.001). CGM detected that all participants had hyperglycemic episodes of 180mg/dL, with time-above-range (TAR) 180mg/dL of 47.8%±27, and 90% had episodes of >250mg/dL, with TAR >250mg/dL of 20.9%±21.7. CGM detected higher rates of hypoglycemia <70mg/dL, (47% vs. 25%, p=0.005) and <54mg/dL, (25% vs. 12%, p=0.08) than CBG testing. Nocturnal and prolonged hypoglycemia <70mg/dL were only detected by CGM (29% and 12%, respectively). CGM showed a pattern of improved glucose levels on pre-dialysis days, lower glucose levels during hemodialysis, and a rapid rise during the post-dialysis period.Conclusions:In participants with T2D and ESKD on hemodialysis, CGM improved the detection of hyperglycemic and hypoglycemic events, particularly nocturnal and prolonged episodes. CGM revealed distinct glycemic patterns related to dialysis sessions, potentially enabling more personalized management.",J Clin Endocrinol Metab,22/03/2025
10.1186/s12876-025-03765-7,Factors influencing the incidence of early gastric cancer: a bayesian network analysis,"Ruiyu Li, Taiming Yang, Zi Dong, Yin Gao, Nan Li, Ting Song, Jinshu Sun, Ying Chen","Background:This study aims to establish a Bayesian network risk prediction model for gastric cancer using data mining methods. It explores both direct and indirect factors influencing the incidence of gastric cancer and reveals the interrelationships among these factors.Methods:Data were collected from early cancer screenings conducted at the People's Hospital of Lincang between 2022 and 2023. Initial variable selection was performed using Least Absolute Shrinkage and Selection Operator (Lasso) and Sliding Windows Sequential Forward Selection (SWSFS), and the screened variables and demographic characteristics features were used as variables for constructing the Bayesian network (BN) model. Subsequently, the performance of the models was evaluated, and the optimal model was selected for network mapping and Bayesian inference using the best model.Results:The incidence rate of gastric cancer in this region's high-risk population was determined to be 7.09%. The BN model constructed from the set of variables consisting of Lasso's selection variables and demographic characteristics had better performance. A total of 12 variables were incorporated into the BN model to form a network structure consisting of 13 nodes and 18 edges. The model shows that age, gender, ethnicity, current address, upper gastrointestinal symptoms (nausea, acid reflux, vomiting), alcohol consumption, smoking, SGIM gastritis, and family history are important risk factors for gastric cancer development.Conclusion:The Bayesian network model provides an intuitive framework for understanding the direct and indirect factors contributing to the early onset of gastric cancer, elucidating the interrelationships among these factors. Furthermore, the model demonstrates satisfactory predictive performance, which may facilitate the early detection of gastric cancer and enhance the levels of early diagnosis and treatment among high-risk populations.",BMC Gastroenterol,21/03/2025
